Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
206,Kevin Huerter,SG,24,SAC,25,25,32.2,5.5,11.7,0.471,3,7.1,0.416,2.6,4.6,0.557,0.597,1.6,2.4,0.683,0.5,2.9,3.4,3.3,1.1,0.4,1.5,2.4,15.6
207,De'Andre Hunter,SF,25,ATL,22,22,30.6,5.5,12.1,0.451,1.4,3.8,0.361,4.1,8.3,0.492,0.508,2.7,3.3,0.808,0.6,3.3,4,1.1,0.3,0.1,1.3,3,15
208,Bones Hyland,PG,22,DEN,18,0,21.3,4.7,11.7,0.398,2.8,6.4,0.443,1.8,5.3,0.344,0.519,2,2.4,0.818,0.3,1.9,2.2,3.3,0.7,0.4,1.8,1.6,14.2
209,Serge Ibaka,PF,33,MIL,14,0,11.4,1.6,3.1,0.523,0.4,1,0.429,1.2,2.1,0.567,0.591,0.6,0.9,0.615,0.9,2,2.9,0.3,0,0.4,0.6,1.4,4.3
210,Brandon Ingram,SF,25,NOP,15,15,32.1,7.3,15.4,0.472,1.9,4,0.467,5.4,11.4,0.474,0.532,4.4,5.1,0.868,0.5,4.6,5.1,4.7,0.9,0.7,2.8,2.2,20.8
211,Kyrie Irving,PG,30,BRK,19,19,36.8,9.5,19.6,0.483,2.6,8,0.329,6.8,11.6,0.588,0.55,3.7,4.1,0.91,0.8,3.9,4.7,4.5,0.8,1.1,2.4,2.7,25.3
212,Jaden Ivey,SG,20,DET,25,24,30.7,5.4,13.3,0.404,1.4,4.8,0.3,3.9,8.5,0.462,0.458,3.1,4.3,0.722,1.1,3.4,4.4,4,1.1,0.3,2.8,2.8,15.3
213,Isaiah Jackson,PF,21,IND,25,3,16.1,2.6,4.8,0.542,0,0.2,0.2,2.6,4.6,0.557,0.546,1.9,2.7,0.691,1.4,2.7,4.1,1,0.5,1.2,1,2.4,7.1
214,Jaren Jackson Jr.,C,23,MEM,10,10,26.6,6.4,12.6,0.508,1.9,5.1,0.373,4.5,7.5,0.6,0.583,4,5.3,0.755,2,4.1,6.1,0.2,1.1,3.2,1.7,3,18.7
215,Justin Jackson,SF,27,BOS,11,0,5.3,0.2,1.2,0.154,0.2,1,0.182,0,0.2,0,0.231,0,0,,0,0.5,0.5,0.4,0.2,0.1,0,0.3,0.5
216,Reggie Jackson,PG,32,LAC,27,27,29.5,4.7,11.4,0.409,1.7,4.7,0.357,3,6.7,0.445,0.482,1.7,1.9,0.9,0.5,2.1,2.6,4.2,0.6,0.1,2.4,1.9,12.7
217,LeBron James,PF,38,LAL,19,19,35.9,10.2,21.7,0.47,2.3,7.3,0.319,7.9,14.5,0.545,0.523,3.4,4.8,0.714,1.5,7.1,8.6,6.3,1.2,0.6,3.3,1.9,26.2
218,Ty Jerome,SG,25,GSW,12,1,14.5,1.8,3.4,0.512,0.6,1.6,0.368,1.2,1.8,0.636,0.598,1,1,1,0.1,0.9,1,1.8,0.1,0.1,0.3,1.2,5.1
219,Isaiah Joe,SG,23,OKC,19,0,9.4,1.8,3.8,0.486,1.5,3.2,0.459,0.4,0.6,0.636,0.681,0.5,0.6,0.833,0.2,1.4,1.6,1,0.5,0.1,0.5,0.9,5.7
220,Alize Johnson,PF,26,SAS,4,0,7.5,0.8,1.5,0.5,0,0.5,0,0.8,1,0.75,0.5,0.3,0.5,0.5,0.5,2,2.5,0.3,0.3,0,1,0.8,1.8
221,Cameron Johnson,PF,26,PHO,8,8,25.3,4.6,10.4,0.446,2.8,6.4,0.431,1.9,4,0.469,0.578,1,1.4,0.727,0.6,2.8,3.4,1.8,1.1,0.4,0.3,1.8,13
222,Jalen Johnson,SF,21,ATL,25,4,15.6,1.9,4.2,0.448,0.3,1.4,0.194,1.6,2.8,0.58,0.481,0.5,0.7,0.667,0.6,3,3.6,1,0.6,0.3,0.4,1.9,4.5
223,James Johnson,PF,35,IND,7,0,8.9,0.9,2.3,0.375,0.1,1,0.143,0.7,1.3,0.556,0.406,0,0,,0,1.1,1.1,0.7,0.1,0.3,0.3,2.3,1.9
224,Keldon Johnson,SF,23,SAS,24,24,32.5,7.4,18.2,0.408,2.8,8,0.347,4.6,10.1,0.457,0.485,3.3,4.4,0.736,1,4.3,5.2,3,0.8,0.1,2.4,1.9,20.9
225,Keon Johnson,SG,20,POR,7,0,15.3,2.4,6.6,0.37,1.3,3.4,0.375,1.1,3.1,0.364,0.467,0.3,0.9,0.333,0.4,1.7,2.1,1.4,0.7,0.3,1.9,1.4,6.4
226,Nikola Jokić,C,27,DEN,23,23,32.5,9,14.4,0.62,0.8,2.5,0.316,8.2,12,0.684,0.648,5.1,6.3,0.801,2,8.1,10.1,9.1,1.2,0.7,3.3,2.8,23.8
227,Damian Jones,C,27,LAL,13,1,9.2,1.1,2,0.538,0,0.1,0,1.1,1.9,0.56,0.538,0.8,1.1,0.786,1.2,1.9,3.1,0.3,0.1,0.5,0.5,0.8,3
228,Derrick Jones Jr.,SF,25,CHI,21,0,13.8,1.9,3.9,0.488,0.4,1.2,0.346,1.5,2.7,0.554,0.543,1.4,1.7,0.829,1,1.4,2.4,0.6,0.5,0.7,0.4,1.4,5.6
229,Herbert Jones,SF,24,NOP,17,17,28.2,3.7,8.4,0.444,0.8,2.9,0.286,2.9,5.5,0.527,0.493,2.4,3.2,0.741,1.2,2.5,3.7,2.1,1.2,0.8,1.2,3.3,10.6
230,Kai Jones,C,22,CHO,18,0,10.2,1.3,2.7,0.469,0.2,0.6,0.273,1.1,2.1,0.526,0.5,0.4,0.6,0.7,1,1.3,2.3,0.2,0.2,0.6,0.4,1.3,3.1
231,Tre Jones,PG,23,SAS,25,25,30.6,4.6,11,0.423,0.8,2.6,0.303,3.8,8.3,0.462,0.46,2.5,2.8,0.899,0.7,2.7,3.4,6.6,1.5,0.2,1.9,1.8,12.6
232,Tyus Jones,PG,26,MEM,26,4,23.8,4,9,0.44,1.5,3.9,0.373,2.5,5.1,0.492,0.521,0.7,1,0.704,0.5,1.8,2.3,4.6,0.7,0.1,1.1,0.5,10.1
233,DeAndre Jordan,C,34,DEN,21,3,15.4,2.2,2.9,0.767,0,0,1,2.1,2.8,0.763,0.775,0.7,1.5,0.469,1.6,4.3,5.9,1,0.1,0.7,1.2,1.6,5.1
234,Cory Joseph,PG,31,DET,23,2,15.5,1.9,4.3,0.43,0.7,1.9,0.372,1.2,2.5,0.474,0.51,0.5,0.7,0.647,0.3,0.8,1.1,3.2,0.3,0.1,0.5,1.3,4.9
235,Nikola Jović,PF,19,MIA,11,6,15.4,2.1,5.2,0.404,0.5,2.5,0.214,1.5,2.6,0.586,0.456,1.6,1.7,0.947,0.7,1.7,2.5,0.9,0.5,0.1,0.8,1.2,6.4
236,Mfiondu Kabengele,PF,25,BOS,1,0,8,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,3,1,4,0,0,0,0,1,2
237,Frank Kaminsky,C,29,ATL,11,0,6.1,0.6,1.1,0.583,0.3,0.5,0.5,0.4,0.5,0.667,0.708,0.4,0.4,1,0,1.2,1.2,0.6,0,0,0.3,0.9,1.9
238,Trevor Keels,SG,19,NYK,1,0,1,0,1,0,0,1,0,0,0,,0,0,0,,0,1,1,0,0,0,0,0,0
239,Luke Kennard,SG,26,LAC,17,7,21.6,2.9,5.8,0.505,1.7,3.6,0.468,1.2,2.2,0.568,0.652,0.3,0.3,1,0.2,2.6,2.9,1,0.5,0.1,1.1,1.2,7.9
240,Walker Kessler,C,21,UTA,26,2,16.6,2.6,3.5,0.756,0,0,,2.6,3.5,0.756,0.756,0.9,1.5,0.575,2.2,3.5,5.7,0.6,0.2,1.8,0.7,2.1,6.1
241,Braxton Key,SF,25,DET,3,0,3,0.3,0.3,1,0,0,,0.3,0.3,1,1,0.7,0.7,1,0,0.3,0.3,0,0,0,0,0,1.3
242,Corey Kispert,SF,23,WAS,19,12,27.9,3.5,6.8,0.512,1.7,4.2,0.418,1.7,2.6,0.66,0.64,0.8,1.2,0.727,0.6,1.9,2.6,1.7,0.6,0.2,0.7,1.6,9.5
243,Maxi Kleber,C,31,DAL,21,0,25.4,2.3,4.7,0.49,1,2.9,0.361,1.2,1.8,0.703,0.602,0.5,0.7,0.786,0.8,2.6,3.4,1,0.3,1,0.6,2.2,6.1
244,Nathan Knight,PF,25,MIN,9,0,2.7,0.1,0.3,0.333,0,0.1,0,0.1,0.2,0.5,0.333,0.3,0.6,0.6,0,0.7,0.7,0,0.3,0,0.2,0.2,0.6
245,Kevin Knox,SF,23,DET,22,0,13.7,2,4.3,0.457,1,2.8,0.361,1,1.5,0.636,0.574,0.4,0.6,0.692,0.5,1.9,2.4,0.4,0.3,0.3,0.5,1.8,5.3
246,Christian Koloko,C,22,TOR,27,15,16.7,1.4,3.1,0.446,0,0.3,0,1.4,2.8,0.487,0.446,1,1.6,0.651,1.6,1.8,3.4,0.4,0.3,1.3,0.5,2.8,3.8
247,John Konchar,SG,26,MEM,24,16,27.8,3.1,6.8,0.463,1.5,4,0.385,1.6,2.8,0.576,0.577,0.6,0.7,0.882,1.3,5,6.3,1.4,1.1,0.3,0.8,1.8,8.4
248,Furkan Korkmaz,SG,25,PHI,15,0,12.5,1.5,3.9,0.39,0.7,1.9,0.357,0.9,2.1,0.419,0.475,1.1,1.6,0.708,0.3,1.1,1.3,0.9,0.3,0.1,0.7,0.5,4.9
249,Luke Kornet,C,27,BOS,22,0,13.5,2,2.8,0.71,0.1,0.3,0.333,1.9,2.5,0.75,0.726,0.7,0.7,0.938,1.2,2.3,3.5,0.8,0.2,0.9,0.5,1.6,4.8
250,Vit Krejci,PG,22,ATL,12,0,6.6,0.6,1.5,0.389,0.4,1.2,0.357,0.2,0.3,0.5,0.528,0.1,0.2,0.5,0.1,0.5,0.6,0.8,0.1,0.1,0.3,0.7,1.7
251,Jonathan Kuminga,PF,20,GSW,23,2,16.7,2.6,5.3,0.488,0.5,1.9,0.256,2.1,3.5,0.613,0.533,1.1,1.5,0.714,0.9,2.2,3.1,1.1,0.3,0.5,1.3,2,6.8
252,Kyle Kuzma,PF,27,WAS,26,26,34.8,8.1,17.6,0.462,2.5,7.4,0.333,5.7,10.2,0.555,0.532,2.7,3.6,0.745,1,6.7,7.7,3.6,0.5,0.4,2.7,2.6,21.4
253,Anthony Lamb,SF,25,GSW,19,2,17.8,2.2,4.4,0.506,1,2.7,0.373,1.2,1.7,0.719,0.62,0.1,0.3,0.333,0.7,2.6,3.3,1.5,0.6,0.2,1.1,2.3,5.5
254,Jock Landale,C,27,PHO,24,0,13.1,2.5,4.7,0.527,0.2,1.3,0.161,2.3,3.4,0.667,0.549,1.2,1.5,0.778,1.5,2,3.6,0.8,0.3,0.7,0.8,1.9,6.3
255,Romeo Langford,SG,23,SAS,15,4,19.5,2.7,5.5,0.5,0.3,1.5,0.227,2.4,4,0.6,0.53,1,1.4,0.714,1.6,1.4,3,0.9,0.7,0.4,0.9,1.8,6.8
256,Jake LaRavia,PF,21,MEM,16,0,18.4,1.8,4.4,0.414,1.2,3.1,0.388,0.6,1.3,0.476,0.55,0.3,0.3,1,0.8,2.3,3.1,1,0.6,0.2,0.9,2.1,5.1
257,Zach LaVine,SG,27,CHI,22,22,34.2,7.8,17.9,0.434,2.8,7.9,0.358,5,10,0.493,0.513,3.5,4.2,0.826,0.7,3.9,4.5,4.1,1.3,0,2.5,2.4,21.8
258,A.J. Lawson,SG,22,MIN,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,0,0,0,1,2
259,Damion Lee,SG,30,PHO,27,0,21.4,2.9,6.1,0.467,1.9,3.9,0.486,1,2.2,0.433,0.621,0.9,0.9,0.92,0.7,2.7,3.5,1.3,0.4,0.1,0.8,1.5,8.4
260,Saben Lee,PG,23,PHI,2,0,5,1.5,2,0.75,0,0.5,0,1.5,1.5,1,0.75,0,0,,0,0,0,1,0.5,0,1.5,0.5,3
261,Alex Len,C,29,SAC,8,0,3.1,0.6,1.1,0.556,0,0,,0.6,1.1,0.556,0.556,0.1,0.3,0.5,0.4,0.8,1.1,0.3,0,0,0,0.4,1.4
262,Kawhi Leonard,SF,31,LAC,8,6,25,4.4,11,0.398,0.6,3.6,0.172,3.8,7.4,0.508,0.426,2.3,2.6,0.857,0.8,4.4,5.1,3.5,0.5,0.1,1.3,1.4,11.6
263,Caris LeVert,SG,28,CLE,23,16,31.1,4.2,11.1,0.38,1.6,4.4,0.366,2.6,6.7,0.39,0.453,1.9,2.4,0.8,0.9,3.5,4.4,4.5,0.7,0.1,1.8,2.3,12
264,Damian Lillard,PG,32,POR,14,14,35.5,8,18.5,0.432,3.9,10.6,0.362,4.1,7.9,0.527,0.537,7.7,8.6,0.9,0.8,3.4,4.1,7.4,0.8,0.3,3.7,1.8,27.6
265,Nassir Little,PF,22,POR,21,0,15.3,2,4.3,0.473,0.8,2,0.372,1.3,2.3,0.563,0.56,0.7,1,0.667,0.3,2,2.4,0.9,0.4,0.1,0.7,0.8,5.5
266,Isaiah Livers,PF,24,DET,22,7,19.5,1.9,4.7,0.404,1.3,3.7,0.358,0.6,1,0.565,0.543,0.7,0.9,0.75,0.5,1.8,2.3,0.6,0.4,0.5,0.6,1.9,5.8
267,Kenneth Lofton Jr.,PF,20,MEM,4,0,4.8,1.3,3,0.417,0,0.3,0,1.3,2.8,0.455,0.417,0.3,0.8,0.333,0.3,0.5,0.8,0.8,0,0,0.3,0.8,2.8
268,Kevon Looney,C,26,GSW,27,27,23.1,2.7,4.1,0.667,0,0,,2.7,4.1,0.667,0.667,0.9,1.5,0.61,2.4,5.2,7.6,2.8,0.4,0.6,0.4,2.7,6.4
269,Brook Lopez,C,34,MIL,25,25,31.2,5.3,11,0.482,2.2,5.6,0.403,3,5.4,0.563,0.584,1.8,2.1,0.846,1.7,4.2,5.9,1.1,0.5,2.9,1.2,2.2,14.6
270,Robin Lopez,C,34,CLE,19,1,9.4,1.4,2.2,0.659,0,0,,1.4,2.2,0.659,0.659,0.5,0.6,0.75,0.9,0.6,1.5,0.5,0.1,0.1,0.7,1.2,3.3
271,Kevin Love,PF,34,CLE,19,1,20.3,3.1,7.4,0.418,2.1,5.3,0.386,1.1,2.1,0.5,0.557,1.7,2,0.868,0.7,6.4,7.1,2.3,0.2,0.2,1.2,1.5,10
272,Kyle Lowry,PG,36,MIA,26,26,36.4,4.3,10.7,0.401,2.3,6.7,0.353,1.9,4,0.481,0.511,3.4,4,0.854,0.8,4.1,4.9,6.1,1.2,0.6,2.5,2.9,14.3
273,Trey Lyles,PF,27,SAC,20,0,13.8,2,5,0.4,1.2,3.4,0.343,0.9,1.7,0.515,0.515,0.9,1.2,0.739,1,1.7,2.7,0.7,0.3,0.4,1,1.2,6
274,Théo Maledon,PG,21,CHO,25,1,16.8,1.9,4.3,0.444,0.6,1.6,0.375,1.3,2.7,0.485,0.514,1.2,1.4,0.912,0.2,2.2,2.4,2.4,0.8,0.2,1.1,1,5.7
275,Sandro Mamukelashvili,C,23,MIL,12,0,7.5,0.9,2.4,0.379,0.3,1.3,0.267,0.6,1.2,0.5,0.448,0.4,0.8,0.5,0.4,1.5,1.9,0.3,0.1,0.2,0.3,0.7,2.6
276,Terance Mann,SG,26,LAC,27,12,21.4,3.3,6,0.547,0.7,1.9,0.346,2.6,4,0.642,0.602,1.1,1.4,0.744,1.1,2.5,3.6,1.8,0.6,0.3,1.1,1.9,8.3
277,Tre Mann,PG,21,OKC,23,4,21.6,3.5,9.2,0.382,1.4,5,0.287,2.1,4.2,0.495,0.46,0.5,0.8,0.632,0.5,2,2.6,1.7,0.9,0.1,1,1.7,9
278,Boban Marjanović,C,34,HOU,8,0,3.8,0.8,1.3,0.6,0,0.1,0,0.8,1.1,0.667,0.6,0.6,0.9,0.714,0.1,0.8,0.9,0.1,0.1,0.1,0.3,0.1,2.1
279,Lauri Markkanen,SF,25,UTA,26,26,33.9,8,15.1,0.528,2.7,6.4,0.413,5.3,8.7,0.613,0.616,3.7,4.4,0.833,2.2,6.3,8.5,2.2,0.6,0.7,2.2,2,22.2
280,Naji Marshall,SF,25,NOP,24,4,21.8,2.9,6.3,0.457,0.9,2.6,0.355,2,3.7,0.528,0.53,1.3,1.6,0.795,0.8,2.3,3.1,2.3,0.7,0.3,0.9,1.3,8
281,Caleb Martin,PF,27,MIA,26,26,32.7,4.4,9.2,0.475,1.6,3.8,0.42,2.8,5.4,0.514,0.563,1,1.3,0.771,1.6,3.2,4.8,1.9,1.2,0.4,1.2,2,11.4
282,Cody Martin,SF,27,CHO,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0
283,Kenyon Martin Jr.,SF,22,HOU,26,6,24.2,4.1,7.6,0.54,0.8,2.7,0.31,3.3,4.9,0.669,0.596,1.6,2.4,0.661,1.6,3.6,5.2,1.5,0.4,0.4,1.2,1.7,10.7
284,Tyrese Martin,SG,23,ATL,7,0,3,0.4,0.9,0.5,0.1,0.4,0.333,0.3,0.4,0.667,0.583,0,0,,0.3,0.3,0.6,0,0.1,0,0,0.1,1
285,Garrison Mathews,SG,26,HOU,22,0,13.5,1.4,3.6,0.38,1.3,3.4,0.373,0.1,0.2,0.5,0.557,1.1,1.2,0.923,0.1,1,1.1,0.4,0.5,0.1,0.3,1.4,5.1
286,Bennedict Mathurin,SG,20,IND,27,1,28.7,5.7,13.7,0.417,1.9,5.3,0.357,3.8,8.4,0.456,0.486,4.6,5.8,0.796,1.3,2.9,4.1,1.6,0.6,0.1,1.9,1.9,17.9
287,Wesley Matthews,SG,36,MIL,18,0,15.5,1,3.3,0.305,0.8,2.6,0.298,0.2,0.7,0.333,0.424,0.4,0.4,0.875,0.8,1.1,1.9,0.6,0.5,0.2,0.3,1.7,3.2
288,Tyrese Maxey,SG,22,PHI,15,15,36.4,8.4,18.2,0.462,2.9,6.8,0.422,5.5,11.4,0.485,0.54,3.2,4.3,0.738,0.4,3.1,3.5,4.4,1,0.3,2,2.3,22.9
289,Miles McBride,PG,22,NYK,15,0,10.3,1,3,0.333,0.3,1.7,0.192,0.7,1.3,0.526,0.389,0.3,0.5,0.5,0.2,0.4,0.6,1.6,0.5,0,0.4,0.9,2.6
290,CJ McCollum,SG,31,NOP,22,22,34.9,7,17.2,0.405,2.1,6.5,0.319,4.9,10.6,0.457,0.466,1.5,1.8,0.825,1,3.9,4.9,5.9,1.1,0.5,2,1.8,17.5
291,T.J. McConnell,PG,30,IND,24,0,17.8,2.4,5.4,0.45,0.2,0.6,0.286,2.3,4.8,0.47,0.465,0.5,0.6,0.929,0.6,1.8,2.3,4.1,1.3,0.2,1.7,1.3,5.5
292,Jaden McDaniels,PF,22,MIN,23,23,29.7,4.4,8.1,0.54,1.2,3.1,0.38,3.2,5,0.638,0.612,1.2,1.5,0.771,1.3,2,3.2,1.3,1.1,1.2,1.6,3.6,11.1
293,Jalen McDaniels,SF,25,CHO,27,9,26.7,3.9,8.7,0.443,1.2,3.5,0.337,2.7,5.2,0.514,0.511,1.5,1.7,0.872,0.9,3.8,4.7,2.4,1,0.5,1.4,3.1,10.4
294,Doug McDermott,SF,31,SAS,22,0,21,3.9,8.2,0.478,2,4.8,0.425,1.9,3.4,0.554,0.603,0.6,0.9,0.684,0.3,1.6,1.9,1.6,0.1,0.2,1,1.6,10.5
295,JaVale McGee,C,35,DAL,17,7,9.3,2.1,3.3,0.625,0.1,0.2,0.333,2,3.1,0.642,0.634,0.7,1.3,0.545,0.7,1.9,2.6,0.2,0.2,0.5,0.9,1.3,4.9
296,Bryce McGowens,SG,20,CHO,12,0,15.2,1.5,3.6,0.419,0.5,1.3,0.375,1,2.3,0.444,0.488,0.9,1,0.917,0.3,1.2,1.4,1.1,0.3,0.3,0.5,0.6,4.4
297,Rodney McGruder,SG,31,DET,9,2,9.2,0.6,2.4,0.227,0.3,1.8,0.188,0.2,0.7,0.333,0.295,0.4,0.4,1,0.7,1.1,1.8,0.8,0,0,0.3,0.3,1.9
298,Jordan McLaughlin,PG,26,MIN,18,0,15.9,1.6,3.7,0.424,0.4,1.9,0.235,1.1,1.8,0.625,0.485,0.5,0.5,1,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1
299,De'Anthony Melton,PG,24,PHI,24,17,29.4,4.4,10.4,0.426,2.3,5.9,0.394,2.1,4.5,0.467,0.538,0.7,1,0.68,1.1,3.3,4.4,3.3,2.2,0.5,1.8,2.1,11.9
300,Chimezie Metu,C,25,SAC,21,0,12.2,2.3,3.8,0.62,0.2,0.9,0.222,2.1,2.9,0.738,0.646,0.8,1,0.8,0.6,2.7,3.3,0.8,0.4,0.2,0.7,1.2,5.6
301,Khris Middleton,SF,31,MIL,5,5,23.8,3.6,10.4,0.346,1.4,5.2,0.269,2.2,5.2,0.423,0.413,2.4,2.8,0.857,0.2,2.2,2.4,4.6,0.6,0.2,0.8,2.2,11
302,Patty Mills,PG,34,BRK,21,1,12,1.9,4.3,0.44,1.1,3,0.381,0.8,1.3,0.571,0.571,0.5,0.6,0.917,0.2,0.8,1,1.3,0.2,0,0.4,0.5,5.5
303,Shake Milton,SG,26,PHI,22,8,24.1,4.5,8.7,0.518,0.9,2.3,0.38,3.6,6.4,0.567,0.568,1.6,1.9,0.854,0.7,2.6,3.4,3.5,0.3,0.2,1.8,1.8,11.5
304,Josh Minott,SF,20,MIN,1,0,5,1,1,1,0,0,,1,1,1,1,2,2,1,2,1,3,1,0,1,0,1,4
305,Davion Mitchell,PG,24,SAC,25,3,20,2.7,5.9,0.456,0.8,2.6,0.308,1.9,3.3,0.573,0.524,0.5,0.7,0.706,0.1,1.5,1.6,2.4,0.5,0.2,1.1,1.7,6.6
306,Donovan Mitchell,SG,26,CLE,23,23,36.7,10.1,20.4,0.496,3.9,9.1,0.424,6.3,11.3,0.554,0.59,4.9,5.5,0.89,0.9,3.1,4,4.9,1.5,0.4,3,2.4,29
307,Evan Mobley,PF,21,CLE,27,27,34.3,6.1,11,0.556,0.3,1.1,0.241,5.9,9.9,0.59,0.567,2.5,3.7,0.677,2.8,6.5,9.3,2.5,0.9,1.4,2.1,2.9,15
308,Isaiah Mobley,PF,23,CLE,7,0,3.6,0.6,1.1,0.5,0.1,0.3,0.5,0.4,0.9,0.5,0.563,0,0,,0.1,1.4,1.6,0,0.1,0,0,0.3,1.3
309,Chima Moneke,SF,27,SAC,2,0,4,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,1,0,1,0,1,0.5,0,0,1,1,1
310,Malik Monk,SG,24,SAC,25,0,22.5,5.3,11.4,0.465,2,5.8,0.345,3.3,5.6,0.59,0.553,1.9,2.1,0.904,0.4,1.9,2.3,3.8,0.7,0.2,2,1.6,14.4
311,Moses Moody,SG,20,GSW,22,1,14.7,1.6,3.8,0.422,0.9,2.5,0.37,0.7,1.3,0.517,0.542,0.8,1,0.818,0.3,1.5,1.9,0.5,0.4,0.2,1,0.8,4.9
312,Wendell Moore Jr.,SG,21,MIN,9,2,6.6,0.8,1.9,0.412,0.2,1,0.222,0.6,0.9,0.625,0.471,0.2,0.3,0.667,0.1,0.7,0.8,0.3,0.1,0.1,0.6,0.9,2
313,Ja Morant,PG,23,MEM,22,22,33,9.6,21,0.458,1.8,5,0.355,7.9,16,0.49,0.5,6.7,9,0.742,1.4,5.2,6.6,7.8,1.2,0.3,3.8,2,27.7
314,Marcus Morris,PF,33,LAC,25,25,30.3,5.2,11.8,0.446,2.1,5.4,0.382,3.2,6.3,0.5,0.534,1.2,1.5,0.784,0.4,4.4,4.9,1.8,0.8,0.4,0.8,2.3,13.7
315,Markieff Morris,PF,33,BRK,16,1,12,1.4,3.3,0.415,1,2.2,0.457,0.4,1.1,0.333,0.566,0.4,0.4,1,0.5,2.1,2.6,1.1,0.4,0.3,0.6,1.3,4.1
316,Monte Morris,PG,27,WAS,23,23,27.9,3.7,8.3,0.447,1.2,3.3,0.368,2.5,5,0.5,0.521,0.8,1,0.75,0.4,3.1,3.5,5.2,0.7,0.2,1,1.4,9.4
317,Trey Murphy III,SF,22,NOP,24,14,28.8,4.3,9.2,0.471,2.4,5.9,0.401,2,3.3,0.595,0.6,1.8,2,0.936,1.1,3.3,4.4,1.5,1.2,0.5,0.9,2,12.9
318,Dejounte Murray,SG,26,ATL,25,25,35.6,8.2,18.2,0.452,2.1,5.8,0.366,6.1,12.4,0.492,0.51,2.2,2.7,0.836,0.8,4.7,5.4,6.2,1.8,0.4,2.6,1.7,20.8
319,Jamal Murray,PG,25,DEN,22,22,30.4,7,15.7,0.443,1.9,5.4,0.356,5,10.3,0.489,0.504,2.5,3.2,0.786,0.6,3.1,3.7,5.1,0.9,0.2,2,1.4,18.3
320,Keegan Murray,SF,22,SAC,23,21,28.7,4.3,10,0.433,2.2,5.9,0.368,2.2,4.1,0.526,0.541,1.1,1.3,0.839,0.9,3.2,4.1,0.8,0.7,0.7,1.4,2.2,12
321,Mike Muscala,C,31,OKC,17,1,12.5,1.9,4.2,0.444,0.9,2.8,0.333,0.9,1.4,0.667,0.556,0.7,0.9,0.75,0.5,2.8,3.2,0.9,0.1,0.5,0.4,1.5,5.4
322,Svi Mykhailiuk,SF,25,NYK,9,0,3.2,0.6,1,0.556,0.6,0.8,0.714,0,0.2,0,0.833,0.1,0.3,0.333,0,0.7,0.7,0,0,0,0.2,0.1,1.8
323,Larry Nance Jr.,PF,30,NOP,24,0,23,4,6.1,0.664,0.4,0.8,0.45,3.7,5.3,0.698,0.695,1,1.3,0.774,1.7,3.9,5.6,1.9,1,0.9,1,2.2,9.5
324,Andrew Nembhard,SG,23,IND,22,13,24.8,3.3,7,0.465,1.5,3.7,0.407,1.8,3.4,0.527,0.571,0.5,0.5,0.909,0.5,2.5,3,4.1,1,0.1,1.4,2.8,8.5
325,Aaron Nesmith,SF,23,IND,23,12,21.3,2.7,6.7,0.394,1.4,4,0.363,1.2,2.8,0.438,0.5,1.2,1.4,0.844,0.6,2.6,3.1,1.1,0.7,0.4,1,3,7.9
326,Raul Neto,PG,30,CLE,18,0,9.3,1.1,2.3,0.463,0.3,0.9,0.294,0.8,1.3,0.583,0.524,0.6,0.7,0.833,0.1,0.7,0.8,1.2,0.4,0,0.3,0.7,2.9
327,Georges Niang,PF,29,PHI,24,0,19.4,3.3,7.1,0.462,2.3,5.2,0.432,1,1.9,0.543,0.62,0.5,0.6,0.867,0.2,1.9,2.1,1.1,0.4,0.3,0.8,2.3,9.4
328,Daishen Nix,PG,20,HOU,24,0,15,1.2,3.4,0.341,0.7,2.2,0.321,0.5,1.2,0.379,0.445,0.5,0.7,0.765,0.4,1.3,1.8,2.6,0.7,0.1,1.3,1,3.6
329,Zeke Nnaji,PF,22,DEN,18,0,10.1,1.8,3.1,0.589,0.2,0.8,0.214,1.7,2.3,0.714,0.616,0.4,0.6,0.8,0.9,0.4,1.4,0.2,0.2,0.2,0.5,1.4,4.3
330,Nerlens Noel,C,28,DET,6,0,10.3,0.7,2.2,0.308,0,0,,0.7,2.2,0.308,0.308,0.5,0.7,0.75,0.5,2.7,3.2,0.5,0.8,0.3,0.5,1.5,1.8
331,Jaylen Nowell,SG,23,MIN,26,0,18.5,4.3,10.1,0.43,1.3,4.1,0.308,3.1,6,0.513,0.492,1.3,1.6,0.81,0.7,2.1,2.8,2.2,0.6,0.1,0.8,1.4,11.3
332,Frank Ntilikina,PG,24,DAL,8,0,8.1,0.5,2.3,0.222,0.1,1.1,0.111,0.4,1.1,0.333,0.25,0,0,,0.1,1.3,1.4,1.3,0.4,0.1,0.3,0.6,1.1
